pdate,name,weekday,volumn,open,high,low,close,adjclose
2002/9/25,^TWII,3,0,4277,4287.330078,4127.589844,4185.934976,4185.934976
2002/9/26,^TWII,4,0,4263.669922,4287.629883,4219.569824,4222.204863,4222.204863
2002/9/27,^TWII,5,0,4240.47998,4279,4202.839844,4208.784502,4208.784502
2002/9/30,^TWII,1,0,4147.040039,4191.810059,4082.939941,4191.794818,4191.794818
2002/10/1,^TWII,2,0,4146.669922,4223.52002,4143.620117,4162.754884,4162.754884
2002/10/3,^TWII,4,0,4138.290039,4140.22998,4073.959961,4075.965161,4075.965161
2002/10/7,^TWII,1,0,4020.419922,4020.419922,3910.5,3924.025772,3924.025772
2002/10/9,^TWII,3,0,3974.51001,4031.570068,3947.610107,3947.595754,3947.595754
2002/10/11,^TWII,5,0,4012.399902,4014.629883,3845.76001,3850.026041,3850.026041
2002/10/14,^TWII,1,0,3885.679932,3920.75,3847.100098,3910.965761,3910.965761
2002/10/15,^TWII,2,0,3980.070068,4132.080078,3979.340088,4131.455193,4131.455193
2002/10/16,^TWII,3,0,4249.22998,4249.540039,4155.02002,4223.304469,4223.304469
2002/10/17,^TWII,4,0,4182.799805,4298.5,4177.339844,4280.794494,4280.794494
2002/10/18,^TWII,5,0,4373.169922,4465.990234,4360.660156,4458.153712,4458.153712
2002/10/21,^TWII,1,0,4446.100098,4489.629883,4418.649902,4463.503791,4463.503791
2002/10/22,^TWII,2,0,4512.819824,4536.910156,4361.049805,4386.444012,4386.444012
2002/10/23,^TWII,3,0,4382.600098,4593.399902,4352.319824,4589.863195,4589.863195
2002/10/24,^TWII,4,0,4611.419922,4633.089844,4542.330078,4574.783171,4574.783171
2002/10/25,^TWII,5,0,4537.740234,4604.169922,4516.069824,4564.043464,4564.043464
2002/10/28,^TWII,1,0,4630.839844,4682.939941,4601.370117,4601.353387,4601.353387
2002/10/29,^TWII,2,0,4603.359863,4619.720215,4541.27002,4554.113325,4554.113325
2002/10/30,^TWII,3,0,4537.859863,4594.200195,4448.029785,4498.713624,4498.713624
2002/10/31,^TWII,4,0,4547.129883,4605.439941,4540.870117,4579.123487,4579.123487
2002/11/1,^TWII,5,0,4596.689941,4626.290039,4486.339844,4500.533441,4500.533441
2002/11/4,^TWII,1,0,4599.47998,4625.439941,4546.759766,4583.66351,4583.66351
2002/11/5,^TWII,2,0,4631.709961,4631.709961,4552.939941,4566.083496,4566.083496
2002/11/6,^TWII,3,0,4584.379883,4732.569824,4552.97998,4725.322663,4725.322663
2002/11/7,^TWII,4,0,4757.359863,4799.609863,4737.359863,4757.962681,4757.962681
2002/11/8,^TWII,5,0,4705.27002,4811.009766,4705.27002,4810.992273,4810.992273
2002/11/11,^TWII,1,0,4790.939941,4794.740234,4664.649902,4664.632942,4664.632942
2002/11/12,^TWII,2,0,4603.620117,4688.419922,4603.620117,4676.453212,4676.453212
2002/11/13,^TWII,3,0,4697.5,4724.589844,4634.970215,4671.753034,4671.753034
2002/11/14,^TWII,4,0,4700.529785,4740.709961,4665.560059,4665.543095,4665.543095
2002/11/15,^TWII,5,0,4770.02002,4828.279785,4767.069824,4813.512284,4813.512284
2002/11/18,^TWII,1,0,4828.439941,4862.660156,4786.939941,4790.592445,4790.592445
2002/11/19,^TWII,2,0,4784.040039,4799.189941,4719.410156,4726.482815,4726.482815
2002/11/20,^TWII,3,0,4721.899902,4736.660156,4637.919922,4653.48308,4653.48308
2002/11/21,^TWII,4,0,4722.060059,4724.629883,4573.080078,4579.433545,4579.433545
2002/11/22,^TWII,5,0,4694.52002,4746.680176,4689.089844,4707.592747,4707.592747
2002/11/25,^TWII,1,0,4731.310059,4731.310059,4661.040039,4723.142983,4723.142983
2002/11/26,^TWII,2,0,4722.350098,4772.359863,4677.890137,4677.873128,4677.873128
2002/11/27,^TWII,3,0,4641.990234,4659.819824,4588.399902,4633.01294,4633.01294
2002/11/28,^TWII,4,0,4698.580078,4712.009766,4612.600098,4612.583327,4612.583327
2002/11/29,^TWII,5,0,4637.25,4666.240234,4609.660156,4646.673047,4646.673047
2002/12/2,^TWII,1,0,4655.419922,4683.180176,4613.149902,4683.163148,4683.163148
2002/12/3,^TWII,2,0,4684.120117,4805.649902,4675.160156,4793.912746,4793.912746
2002/12/4,^TWII,3,0,4759.779785,4775.399902,4727.490234,4727.473046,4727.473046
2002/12/5,^TWII,4,0,4725,4770.120117,4718.049805,4755.382612,4755.382612
2002/12/6,^TWII,5,0,4741.509766,4771.669922,4733.450195,4738.96275,4738.96275
2002/12/9,^TWII,1,0,4826.120117,4867.22998,4809.600098,4823.652384,4823.652384
2002/12/10,^TWII,2,0,4771.410156,4780.370117,4718.379883,4754.992477,4754.992477
2002/12/11,^TWII,3,0,4786.339844,4832.540039,4696.390137,4699.39307,4699.39307
2002/12/12,^TWII,4,0,4713.609863,4735.890137,4623.299805,4669.683217,4669.683217
2002/12/13,^TWII,5,0,4652.569824,4678.149902,4586.410156,4588.123455,4588.123455
2002/12/16,^TWII,1,0,4554.97998,4592.120117,4537.410156,4582.033145,4582.033145
2002/12/17,^TWII,2,0,4627.709961,4633.649902,4545.620117,4545.60359,4545.60359
2002/12/18,^TWII,3,0,4567.75,4581.180176,4517.609863,4535.913684,4535.913684
2002/12/19,^TWII,4,0,4498.129883,4592.120117,4480.97998,4549.21344,4549.21344
2002/12/20,^TWII,5,0,4578.649902,4605.720215,4502.319824,4595.653213,4595.653213
2002/12/23,^TWII,1,0,4607.790039,4627.720215,4559.5,4572.753393,4572.753393
2002/12/24,^TWII,2,0,4591.129883,4612.959961,4539.339844,4544.483477,4544.483477
2002/12/25,^TWII,3,0,4542.379883,4561.419922,4482.649902,4484.413871,4484.413871
2002/12/26,^TWII,4,0,4510.459961,4567.370117,4462.209961,4567.353511,4567.353511
2002/12/27,^TWII,5,0,4560.419922,4588.740234,4547.319824,4547.303291,4547.303291
2002/12/30,^TWII,1,0,4508.589844,4513.870117,4445.339844,4457.733792,4457.733792
2002/12/31,^TWII,2,0,4455.919922,4471.97998,4413.140137,4452.434007,4452.434007
2003/1/2,^TWII,4,3332000,4460.569824,4553.109863,4431.189941,4524.853665,4524.853665
2003/1/3,^TWII,5,4723600,4618.240234,4641.459961,4602.240234,4626.303003,4626.303003
2003/1/6,^TWII,1,4714400,4653.990234,4710.310059,4635.870117,4689.842811,4689.842811
2003/1/7,^TWII,2,5686800,4759.810059,4776.149902,4695.439941,4701.062986,4701.062986
2003/1/8,^TWII,3,6280200,4722.990234,4859.779785,4722.990234,4836.912589,4836.912589
2003/1/9,^TWII,4,6704200,4833.549805,4867.399902,4798.160156,4813.712478,4813.712478
2003/1/10,^TWII,5,6148000,4882.069824,4884.640137,4827.910156,4850.782168,4850.782168
2003/1/13,^TWII,1,5830800,4895.299805,5000.140137,4895.299805,4991.241618,4991.241618
2003/1/14,^TWII,2,6779200,5014.950195,5057.209961,4985.620117,4992.40177,4992.40177
2003/1/15,^TWII,3,6403200,5039.759766,5039.759766,4952.160156,5017.681952,5017.681952
2003/1/16,^TWII,4,7516600,5021.540039,5082.390137,4943.290039,4943.272066,4943.272066
2003/1/17,^TWII,5,5746600,4955.939941,4983.810059,4897.029785,4907.761941,4907.761941
2003/1/20,^TWII,1,4628000,4875.740234,4951.029785,4875.740234,4951.011784,4951.011784
2003/1/21,^TWII,2,6541800,4972.850098,5031.680176,4942.180176,4945.852135,4945.852135
2003/1/22,^TWII,3,5901200,4955.709961,4993.27002,4905.790039,4993.251865,4993.251865
2003/1/23,^TWII,4,7630600,5035.790039,5102.77002,5035.790039,5078.781339,5078.781339
2003/1/24,^TWII,5,6959000,5141.799805,5141.799805,5053.549805,5057.301436,5057.301436
2003/1/27,^TWII,1,5779600,5037.100098,5055.310059,4942.890137,4972.571764,4972.571764
2003/1/28,^TWII,2,4853800,4949.470215,5023.240234,4946.939941,5015.141922,5015.141922
2003/2/6,^TWII,4,4813200,4975.649902,4975.649902,4833.580078,4833.562504,4833.562504
2003/2/7,^TWII,5,5070600,4797.379883,4833.839844,4641.060059,4735.3529,4735.3529
2003/2/10,^TWII,1,3342600,4696.569824,4715.180176,4627.529785,4643.853233,4643.853233
2003/2/11,^TWII,2,3414600,4692.819824,4704.459961,4613.620117,4618.963186,4618.963186
2003/2/12,^TWII,3,3546600,4599.669922,4666.209961,4592.410156,4624.853302,4624.853302
2003/2/13,^TWII,4,3287200,4616.620117,4639.560059,4507.959961,4507.943571,4507.943571
2003/2/14,^TWII,5,3208200,4562.240234,4569.830078,4463.060059,4493.973895,4493.973895
2003/2/17,^TWII,1,3502200,4629.569824,4707.72998,4613.359863,4705.062971,4705.062971
2003/2/18,^TWII,2,3550200,4698.100098,4698.100098,4595.97998,4605.293314,4605.293314
2003/2/19,^TWII,3,3635200,4670.149902,4672.029785,4550.830078,4550.813532,4550.813532
2003/2/20,^TWII,4,3366200,4555.649902,4606.75,4520.759766,4550.683649,4550.683649
2003/2/21,^TWII,5,2670400,4584.600098,4594.669922,4538.459961,4548.33356,4548.33356
2003/2/24,^TWII,1,2485600,4585.799805,4613.080078,4538.549805,4609.183437,4609.183437
2003/2/25,^TWII,2,2655200,4559.319824,4559.319824,4454.350098,4454.333902,4454.333902
2003/2/26,^TWII,3,2643600,4478.140137,4495.640137,4436.52002,4456.673737,4456.673737
2003/2/27,^TWII,4,2312200,4411.540039,4473.529785,4385.609863,4432.443845,4432.443845
2003/3/3,^TWII,1,2435200,4483.439941,4546.850098,4472.169922,4526.673483,4526.673483
2003/3/4,^TWII,2,2346800,4481.549805,4515.970215,4476.549805,4499.673581,4499.673581
2003/3/5,^TWII,3,2514400,4457.459961,4475.970215,4411.970215,4418.0938,4418.0938
2003/3/6,^TWII,4,2251000,4443.339844,4451.399902,4385.580078,4397.423953,4397.423953
2003/3/7,^TWII,5,2210200,4352.72998,4403.390137,4312.279785,4350.574026,4350.574026
2003/3/10,^TWII,1,1798600,4370.680176,4384.640137,4308.52002,4319.974527,4319.974527
2003/3/11,^TWII,2,2417000,4272.02002,4313.589844,4240.600098,4260.434705,4260.434705
2003/3/12,^TWII,3,2314600,4275.580078,4328.149902,4254.410156,4328.134166,4328.134166
2003/3/13,^TWII,4,2681400,4320.47998,4400.830078,4298.459961,4378.974313,4378.974313
2003/3/14,^TWII,5,3540800,4519.200195,4532.970215,4469.990234,4476.153647,4476.153647
2003/3/17,^TWII,1,1970600,4441.799805,4441.799805,4357.879883,4357.974389,4357.974389
2003/3/18,^TWII,2,3322800,4504.819824,4569.120117,4488.279785,4539.703709,4539.703709
2003/3/19,^TWII,3,2615000,4533.450195,4547.850098,4495.029785,4515.053408,4515.053408
2003/3/20,^TWII,4,3560800,4584.470215,4613.689941,4505.459961,4599.233278,4599.233278
2003/3/21,^TWII,5,2639400,4589.810059,4615.839844,4565.049805,4586.903244,4586.903244
2003/3/24,^TWII,1,1901800,4619.069824,4619.97998,4568.339844,4570.663557,4570.663557
2003/3/25,^TWII,2,1691600,4473.560059,4513.830078,4473.560059,4498.813721,4498.813721
2003/3/26,^TWII,3,1596000,4533.27002,4537,4489.620117,4496.033458,4496.033458
2003/3/27,^TWII,4,1702800,4467.740234,4514.240234,4467.160156,4514.223821,4514.223821
2003/3/28,^TWII,5,1626000,4513.259766,4517.509766,4465.279785,4476.993488,4476.993488
2003/3/31,^TWII,1,2013600,4442.100098,4442.100098,4306.540039,4321.204503,4321.204503
2003/4/1,^TWII,2,1586000,4275.390137,4338.240234,4275.390137,4337.594092,4337.594092
2003/4/2,^TWII,3,1653800,4339.160156,4351.709961,4295.149902,4311.544382,4311.544382
2003/4/3,^TWII,4,2006800,4394.430176,4411.069824,4357.850098,4358.37429,4358.37429
2003/4/4,^TWII,5,2863600,4343.430176,4499.180176,4339.200195,4499.163817,4499.163817
2003/4/7,^TWII,1,3518000,4505.740234,4597.22998,4479.120117,4575.813441,4575.813441
2003/4/8,^TWII,2,3329400,4559.220215,4606.899902,4544.830078,4552.433643,4552.433643
2003/4/9,^TWII,3,2622000,4539.299805,4544.899902,4509.299805,4537.373639,4537.373639
2003/4/10,^TWII,4,3591400,4537.149902,4597.5,4532.299805,4541.343351,4541.343351
2003/4/11,^TWII,5,2429200,4549.080078,4562.950195,4521.169922,4530.38343,4530.38343
2003/4/14,^TWII,1,1963800,4540.089844,4549.640137,4456.959961,4459.793843,4459.793843
2003/4/15,^TWII,2,1854600,4494.189941,4500.279785,4466.02002,4487.573527,4487.573527
2003/4/16,^TWII,3,3267400,4541.660156,4619.950195,4541.660156,4609.303065,4609.303065
2003/4/17,^TWII,4,2350200,4593.890137,4628,4564.52002,4566.643552,4566.643552
2003/4/18,^TWII,5,3958400,4633.589844,4677.419922,4633.589844,4658.282868,4658.282868
2003/4/21,^TWII,1,2861000,4652.240234,4661.890137,4609.470215,4648.103217,4648.103217
2003/4/22,^TWII,2,2263200,4622.25,4626.459961,4556.100098,4556.083532,4556.083532
2003/4/23,^TWII,3,2778400,4611.459961,4621.779785,4546.200195,4564.913578,4564.913578
2003/4/24,^TWII,4,3204200,4538.370117,4538.370117,4360.830078,4374.924035,4374.924035
2003/4/25,^TWII,5,2952000,4269.600098,4338.27002,4231.560059,4233.524646,4233.524646
2003/4/28,^TWII,1,2589000,4126.25,4156.850098,4044.72998,4139.484949,4139.484949
2003/4/29,^TWII,2,3396000,4186.22998,4227.819824,4142.620117,4200.304552,4200.304552
2003/4/30,^TWII,3,2839800,4260.080078,4268.839844,4128.339844,4148.054742,4148.054742
2003/5/2,^TWII,5,2302200,4130.600098,4193.189941,4108.669922,4187.804598,4187.804598
2003/5/5,^TWII,1,2122600,4167.419922,4215.899902,4146.140137,4202.104839,4202.104839
2003/5/6,^TWII,2,2336600,4210.390137,4250.890137,4206.839844,4220.43485,4220.43485
2003/5/7,^TWII,3,2455600,4253.430176,4276.689941,4217.72998,4275.89461,4275.89461
2003/5/8,^TWII,4,1818400,4254.509766,4254.509766,4191.25,4191.234761,4191.234761
2003/5/9,^TWII,5,2290800,4194.549805,4278.890137,4194.549805,4244.164744,4244.164744
2003/5/12,^TWII,1,1892600,4264.740234,4296.720215,4245.209961,4261.004527,4261.004527
2003/5/13,^TWII,2,2621000,4320.129883,4362.339844,4320.129883,4334.574084,4334.574084
2003/5/14,^TWII,3,1988800,4329.419922,4351.540039,4317.990234,4341.084314,4341.084314
2003/5/15,^TWII,4,1738600,4329.97998,4331.240234,4288.490234,4331.224486,4331.224486
2003/5/16,^TWII,5,1916800,4360.640137,4365.109863,4283.77002,4283.754444,4283.754444
2003/5/19,^TWII,1,1314000,4259.879883,4263.810059,4233.75,4255.784331,4255.784331
2003/5/20,^TWII,2,1486400,4202.620117,4254.140137,4194.220215,4251.574385,4251.574385
2003/5/21,^TWII,3,1461600,4248.680176,4248.680176,4212.5,4216.624806,4216.624806
2003/5/22,^TWII,4,1889000,4209.259766,4271.299805,4184.850098,4271.284275,4271.284275
2003/5/23,^TWII,5,3012800,4295.759766,4360.939941,4289.529785,4349.504205,4349.504205
2003/5/26,^TWII,1,3456400,4393.399902,4465.569824,4393.399902,4465.553588,4465.553588
2003/5/27,^TWII,2,3232600,4463.359863,4484.540039,4445.740234,4451.09368,4451.09368
2003/5/28,^TWII,3,3703600,4538.069824,4558.529785,4474.410156,4474.393888,4474.393888
2003/5/29,^TWII,4,3018000,4496.5,4543.040039,4472.589844,4543.023521,4543.023521
2003/5/30,^TWII,5,4717200,4524.450195,4639.009766,4509.72998,4555.883338,4555.883338
2003/6/2,^TWII,1,4852800,4620.540039,4706.549805,4612.100098,4692.922878,4692.922878
2003/6/3,^TWII,2,4129400,4687.75,4717.189941,4659.169922,4678.063069,4678.063069
2003/6/5,^TWII,4,4763600,4743.97998,4779.399902,4720.359863,4738.322616,4738.322616
2003/6/6,^TWII,5,3560200,4749.040039,4751.459961,4701.350098,4740.43296,4740.43296
2003/6/9,^TWII,1,5038600,4725.839844,4831.459961,4715.819824,4826.922391,4826.922391
2003/6/10,^TWII,2,4723800,4810.310059,4854.040039,4801.720215,4832.182626,4832.182626
2003/6/11,^TWII,3,5006200,4872.459961,4874.680176,4804.649902,4804.632433,4804.632433
2003/6/12,^TWII,4,5176000,4846.720215,4914.410156,4822.169922,4878.412438,4878.412438
2003/6/13,^TWII,5,4350800,4878.470215,4904.359863,4865.910156,4881.882152,4881.882152
2003/6/16,^TWII,1,4571400,4875.430176,4934.870117,4873.669922,4892.342075,4892.342075
2003/6/17,^TWII,2,6026400,4978.430176,4993.410156,4953.259766,4973.171859,4973.171859
2003/6/18,^TWII,3,6882800,5020.299805,5089.080078,4993.040039,4999.051648,4999.051648
2003/6/19,^TWII,4,6049200,5038.339844,5058.689941,4982.370117,5048.891799,5048.891799
2003/6/23,^TWII,1,4827800,5014.799805,5036.859863,4920.330078,4921.70232,4921.70232
2003/6/24,^TWII,2,3868400,4881.759766,4922.930176,4868.850098,4909.292209,4909.292209
2003/6/25,^TWII,3,4339800,4923.850098,4959.399902,4898.009766,4933.7721,4933.7721
2003/6/26,^TWII,4,3595200,4932.02002,4954.279785,4894.009766,4893.991972,4893.991972
2003/6/27,^TWII,5,3832800,4936.109863,4949.490234,4856.330078,4877.882167,4877.882167
2003/6/30,^TWII,1,2823400,4881.799805,4900.439941,4864.569824,4872.132188,4872.132188
2003/7/1,^TWII,2,4937000,4893.580078,5017.779785,4893.580078,5017.761541,5017.761541
2003/7/2,^TWII,3,6554400,5075.209961,5121.72998,5047.830078,5095.221709,5095.221709
2003/7/3,^TWII,4,7780200,5167.859863,5197.720215,5095.310059,5095.291533,5095.291533
2003/7/4,^TWII,5,5730000,5126.569824,5151.850098,5085.850098,5151.831366,5151.831366
2003/7/7,^TWII,1,7424800,5227.310059,5324.959961,5214.089844,5322.240415,5322.240415
2003/7/8,^TWII,2,8230200,5371.930176,5416.97998,5323.279785,5367.950698,5367.950698
2003/7/9,^TWII,3,6787000,5365.97998,5410.620117,5342.029785,5358.890672,5358.890672
2003/7/11,^TWII,5,5750600,5234.02002,5251.850098,5179.359863,5239.940909,5239.940909
2003/7/15,^TWII,2,6024200,5399.259766,5403.490234,5326.080078,5335.840463,5335.840463
2003/7/16,^TWII,3,6762800,5362.339844,5435.120117,5348.049805,5413.850433,5413.850433
2003/7/17,^TWII,4,6516200,5389.52002,5429.919922,5299.509766,5299.490497,5299.490497
2003/7/18,^TWII,5,4936200,5291.529785,5326.620117,5250.029785,5287.360659,5287.360659
2003/7/21,^TWII,1,4505000,5338.529785,5349.200195,5219.299805,5219.280828,5219.280828
2003/7/22,^TWII,2,4148800,5225.569824,5271.629883,5213.060059,5260.990637,5260.990637
2003/7/23,^TWII,3,4225600,5299.120117,5345.990234,5277.299805,5287.870911,5287.870911
2003/7/24,^TWII,4,5243000,5324.629883,5402.75,5305.700195,5402.730356,5402.730356
2003/7/25,^TWII,5,4893600,5389.890137,5441.02002,5379.810059,5394.730385,5394.730385
2003/7/28,^TWII,1,5975600,5476.160156,5504.379883,5443.399902,5451.779983,5451.779983
2003/7/29,^TWII,2,4578000,5463.140137,5464.950195,5338,5342.440536,5342.440536
2003/7/30,^TWII,3,3653800,5327.240234,5354.959961,5278.810059,5307.160879,5307.160879
2003/7/31,^TWII,4,3774600,5294.52002,5328.549805,5260.830078,5318.320507,5318.320507
2003/8/1,^TWII,5,4059800,5365.72998,5408.149902,5363.890137,5390.490166,5390.490166
2003/8/4,^TWII,1,3253800,5393.100098,5400.410156,5361.870117,5377.170391,5377.170391
2003/8/5,^TWII,2,3761200,5403.839844,5407.5,5259.450195,5259.431073,5259.431073
2003/8/6,^TWII,3,2777200,5214.089844,5251.910156,5207.609863,5225.811078,5225.811078
2003/8/7,^TWII,4,3861400,5257.560059,5286.990234,5193.180176,5259.050703,5259.050703
2003/8/8,^TWII,5,3986200,5270.950195,5315.180176,5232.549805,5232.53078,5232.53078
2003/8/11,^TWII,1,2720200,5239.169922,5239.169922,5174.77002,5214.581138,5214.581138
2003/8/12,^TWII,2,3141000,5250.450195,5272.959961,5245.089844,5255.221127,5255.221127
2003/8/13,^TWII,3,5307000,5319.299805,5454.359863,5318.529785,5442.250232,5442.250232
2003/8/14,^TWII,4,6101200,5463.540039,5488.819824,5410.120117,5436.730233,5436.730233
2003/8/15,^TWII,5,4964800,5491.850098,5540,5471.600098,5488.720278,5488.720278
2003/8/18,^TWII,1,4682600,5528.089844,5539.02002,5480.640137,5516.779746,5516.779746
2003/8/19,^TWII,2,5185800,5586.430176,5594.930176,5498.379883,5512.140115,5512.140115
2003/8/20,^TWII,3,3593200,5548.839844,5562.950195,5525.450195,5543.589707,5543.589707
2003/8/21,^TWII,4,4305000,5545.970215,5612.149902,5522.419922,5611.839459,5611.839459
2003/8/22,^TWII,5,5632600,5648.939941,5692.930176,5629.200195,5646.599587,5646.599587
2003/8/25,^TWII,1,4412200,5667.040039,5686.850098,5626.600098,5686.829421,5686.829421
2003/8/26,^TWII,2,4241200,5656.069824,5656.069824,5542.430176,5558.229791,5558.229791
2003/8/27,^TWII,3,4360600,5577.299805,5626.459961,5542.450195,5553.409984,5553.409984
2003/8/28,^TWII,4,3907400,5596.560059,5618.359863,5504.52002,5523.100036,5523.100036
2003/8/29,^TWII,5,4325200,5561.540039,5657.049805,5542.390137,5650.809532,5650.809532
2003/9/1,^TWII,1,4543000,5690.839844,5726.47998,5651.040039,5691.769344,5691.769344
2003/9/2,^TWII,2,3712200,5693.509766,5715.950195,5664.27002,5715.929413,5715.929413
2003/9/3,^TWII,3,4759000,5751.370117,5756.080078,5673.180176,5673.159549,5673.159549
2003/9/4,^TWII,4,3673400,5681.259766,5702.160156,5624.75,5625.609429,5625.609429
2003/9/5,^TWII,5,3211800,5670.299805,5709.629883,5620.290039,5639.009282,5639.009282
2003/9/8,^TWII,1,3377600,5638.200195,5751.990234,5609.240234,5726.988943,5726.988943
2003/9/9,^TWII,2,4561600,5786.970215,5800.799805,5680.689941,5680.669287,5680.669287
2003/9/10,^TWII,3,3701800,5654.060059,5683.850098,5591.330078,5623.40973,5623.40973
2003/9/12,^TWII,5,2566200,5627.350098,5654.439941,5600.180176,5645.25926,5645.25926
2003/9/15,^TWII,1,2406800,5640.220215,5651.149902,5606.060059,5623.199769,5623.199769
2003/9/17,^TWII,3,3794600,5757.25,5779.950195,5735.959961,5747.119241,5747.119241
2003/9/18,^TWII,4,3522600,5747.22998,5758.680176,5697.819824,5750.789149,5750.789149
2003/9/19,^TWII,5,4680200,5790.379883,5809.430176,5747.100098,5757.889221,5757.889221
2003/9/22,^TWII,1,3734200,5732.810059,5750.140137,5675.75,5675.729364,5675.729364
2003/9/23,^TWII,2,2909600,5650.350098,5686.459961,5641.709961,5683.989099,5683.989099
2003/9/24,^TWII,3,3805400,5704.009766,5722.359863,5678.640137,5722.339057,5722.339057
2003/9/25,^TWII,4,3521800,5634.25,5695.459961,5633.069824,5688.209299,5688.209299
2003/9/26,^TWII,5,2865400,5690.870117,5703.75,5650.109863,5650.08932,5650.08932
2003/9/29,^TWII,1,2434000,5645.080078,5668.919922,5627.430176,5643.479481,5643.479481
2003/9/30,^TWII,2,2416200,5672.77002,5677.120117,5611.410156,5611.389754,5611.389754
2003/10/1,^TWII,3,2268400,5599.100098,5613.180176,5560.549805,5581.639862,5581.639862
2003/10/2,^TWII,4,3352200,5644.5,5703.379883,5639.97998,5699.839139,5699.839139
2003/10/3,^TWII,5,3996400,5716.790039,5759,5701.870117,5747.769141,5747.769141
2003/10/6,^TWII,1,5806800,5810.839844,5857.540039,5782.890137,5851.178921,5851.178921
2003/10/7,^TWII,2,4933800,5873.330078,5879.680176,5828.049805,5856.658882,5856.658882
2003/10/8,^TWII,3,4938000,5860.399902,5867.089844,5808.189941,5821.778637,5821.778637
2003/10/9,^TWII,4,5663800,5817.720215,5872.97998,5800.819824,5869.858541,5869.858541
2003/10/13,^TWII,1,5974400,5907.209961,5979.830078,5906.959961,5972.4485,5972.4485
2003/10/14,^TWII,2,5765200,6020.220215,6020.220215,5938.419922,5938.39833,5938.39833
2003/10/15,^TWII,3,4999200,5967.930176,5978.470215,5913.279785,5924.358342,5924.358342
2003/10/16,^TWII,4,5853600,5935.149902,6037.529785,5928.700195,6035.718289,6035.718289
2003/10/17,^TWII,5,5692800,6063.399902,6077.600098,6016.100098,6042.68799,6042.68799
2003/10/20,^TWII,1,5222200,6041.529785,6085.620117,6026.390137,6077.868038,6077.868038
2003/10/21,^TWII,2,5632800,6105.029785,6116.580078,6017.259766,6061.437922,6061.437922
2003/10/22,^TWII,3,5205200,6046.040039,6075.75,6013.080078,6041.837896,6041.837896
2003/10/23,^TWII,4,4315000,5971.419922,5997.819824,5938.669922,5952.208339,5952.208339
2003/10/24,^TWII,5,3558400,5972.850098,5990.720215,5918.140137,5918.118619,5918.118619
2003/10/27,^TWII,1,2830800,5946.02002,5976.379883,5941.089844,5958.52814,5958.52814
2003/10/28,^TWII,2,5177800,5997.299805,6087.319824,5994.870117,6075.428106,6075.428106
2003/10/29,^TWII,3,5204000,6173.850098,6173.850098,6080.399902,6095.847953,6095.847953
2003/10/30,^TWII,4,4352000,6110.259766,6119.060059,6066.620117,6108.107674,6108.107674
2003/10/31,^TWII,5,4782400,6110.779785,6117.859863,6029.540039,6045.098138,6045.098138
2003/11/3,^TWII,1,4430600,6054.310059,6098.009766,6024.970215,6087.428062,6087.428062
2003/11/4,^TWII,2,5516200,6147.049805,6167.149902,6106.939941,6108.968023,6108.968023
2003/11/5,^TWII,3,4705600,6120.200195,6156.509766,6102.419922,6142.297491,6142.297491
2003/11/6,^TWII,4,6915800,6160.850098,6182.200195,5958.870117,6013.378038,6013.378038
2003/11/7,^TWII,5,4555400,6054.620117,6062.950195,5974.109863,6056.808056,6056.808056
2003/11/10,^TWII,1,4063400,6053.140137,6094.700195,6024.660156,6059.007755,6059.007755
2003/11/11,^TWII,2,3963800,6028.790039,6047.319824,5971.129883,6022.058183,6022.058183
2003/11/12,^TWII,3,4187000,6024.040039,6048.540039,5982.75,5982.728247,5982.728247
2003/11/13,^TWII,4,4276200,6054.049805,6060.790039,6007.100098,6035.417997,6035.417997
2003/11/14,^TWII,5,3800600,6040.310059,6059.660156,6007.930176,6044.748041,6044.748041
2003/11/17,^TWII,1,3458000,6011.740234,6011.740234,5942.410156,5952.298182,5952.298182
2003/11/18,^TWII,2,3600400,5941.819824,5966.509766,5890.879883,5939.44862,5939.44862
2003/11/19,^TWII,3,3491000,5881.609863,5893.580078,5826.589844,5865.488439,5865.488439
2003/11/20,^TWII,4,3220800,5872.609863,5901.109863,5828.410156,5834.219022,5834.219022
2003/11/21,^TWII,5,2985400,5787.990234,5830.060059,5749.189941,5830.038861,5830.038861
2003/11/24,^TWII,1,2677000,5845.490234,5849.410156,5802.689941,5821.558912,5821.558912
2003/11/25,^TWII,2,3762600,5899.890137,5917.700195,5857.359863,5861.158865,5861.158865
2003/11/26,^TWII,3,2353400,5872.189941,5881.459961,5846.890137,5860.588555,5860.588555
2003/11/27,^TWII,4,2604000,5852.47998,5856.819824,5740.569824,5740.548952,5740.548952
2003/11/28,^TWII,5,2753600,5804.819824,5836.089844,5758.850098,5771.749034,5771.749034
2003/12/1,^TWII,1,3041200,5768.689941,5878.129883,5752.149902,5870.148579,5870.148579
2003/12/2,^TWII,2,3224200,5919.22998,5921.109863,5884.319824,5911.428702,5911.428702
2003/12/3,^TWII,3,2948000,5921.580078,5927.560059,5882.080078,5884.948818,5884.948818
2003/12/4,^TWII,4,2890200,5895.279785,5927.370117,5888.22998,5920.438435,5920.438435
2003/12/5,^TWII,5,2708800,5937.410156,5945.529785,5900.049805,5900.028353,5900.028353
2003/12/9,^TWII,2,2650400,5881.709961,5881.709961,5830.299805,5859.538754,5859.538754
